"Y" "school" "LRT" "VR.1" "VR.2" "Gender" "School.gender.1" "School.gender.2" "School.denom.1" "School.denom.2" "School.denom.3"
"141" -0.6857277 "3" -3.6193 0 1 1 0 0 0 0 0
"142" -0.0469159 "3" -0.6193 0 1 0 0 0 0 0 0
"143" -1.8834998 "3" -12.6193 0 1 1 0 0 0 0 0
"144" -0.3663218 "3" 15.3807 0 1 1 0 0 0 0 0
"145" 0.5918958 "3" 1.3807 0 1 0 0 0 0 0 0
"146" -0.0469159 "3" 9.3807 0 1 0 0 0 0 0 0
"147" -1.8036483 "3" -10.6193 0 1 0 0 0 0 0 0
"148" 0.5120443 "3" 5.3807 1 0 1 0 0 0 0 0
"149" 0.9113017 "3" 11.3807 0 1 1 0 0 0 0 0
"150" -1.4842424 "3" -13.6193 0 0 1 0 0 0 0 0
"151" -1.4043909 "3" 5.3807 0 1 1 0 0 0 0 0
"152" 1.0710047 "3" 17.3807 0 1 0 0 0 0 0 0
"153" -0.2864703 "3" -1.6193 0 1 1 0 0 0 0 0
"154" -1.0849851 "3" -5.6193 0 1 1 0 0 0 0 0
"155" -0.2864703 "3" -10.6193 0 1 0 0 0 0 0 0
"156" 0.9911532 "3" 10.3807 0 1 1 0 0 0 0 0
"157" 1.629965 "3" 7.3807 1 0 0 0 0 0 0 0
"158" -0.5260247 "3" -7.6193 0 1 1 0 0 0 0 0
"159" 1.470262 "3" 19.3807 1 0 1 0 0 0 0 0
"160" 0.6717473 "3" 11.3807 1 0 1 0 0 0 0 0
"161" -0.6857277 "3" 0.3807 0 0 1 0 0 0 0 0
"162" 0.4321929 "3" 18.3807 1 0 1 0 0 0 0 0
"163" -0.6058762 "3" -12.6193 0 0 1 0 0 0 0 0
"164" 0.5918958 "3" 7.3807 1 0 0 0 0 0 0 0
"165" 0.112787 "3" -0.6193 0 1 0 0 0 0 0 0
"166" -0.6857277 "3" 5.3807 0 1 0 0 0 0 0 0
"167" 1.2307076 "3" 13.3807 0 1 1 0 0 0 0 0
"168" -0.9252821 "3" -7.6193 0 1 0 0 0 0 0 0
"169" -0.0469159 "3" -1.6193 0 1 1 0 0 0 0 0
"170" -1.244688 "3" -2.6193 0 0 1 0 0 0 0 0
"171" 0.112787 "3" 26.3807 0 1 1 0 0 0 0 0
"172" -1.1648365 "3" 0.3807 0 1 0 0 0 0 0 0
"173" -0.6857277 "3" 6.3807 0 1 1 0 0 0 0 0
"174" -1.0849851 "3" 7.3807 0 1 1 0 0 0 0 0
"175" 1.3904105 "3" 4.3807 0 1 1 0 0 0 0 0
"176" 1.9493709 "3" 23.3807 1 0 1 0 0 0 0 0
"177" -1.0849851 "3" 12.3807 0 1 0 0 0 0 0 0
"178" -0.4461733 "3" -7.6193 0 1 1 0 0 0 0 0
"179" 2.1090738 "3" 18.3807 1 0 1 0 0 0 0 0
"180" -1.1648365 "3" 10.3807 0 1 0 0 0 0 0 0
"181" -0.5260247 "3" -12.6193 0 1 0 0 0 0 0 0
"182" -0.2066188 "3" 0.3807 1 0 0 0 0 0 0 0
"183" 0.3523414 "3" 6.3807 1 0 1 0 0 0 0 0
"184" 1.7896679 "3" 15.3807 0 1 1 0 0 0 0 0
"185" 1.629965 "3" -0.6193 1 0 0 0 0 0 0 0
"186" 0.3523414 "3" 9.3807 0 1 0 0 0 0 0 0
"187" -1.0051336 "3" -15.6193 0 1 0 0 0 0 0 0
"188" 0.6717473 "3" -3.6193 0 1 1 0 0 0 0 0
"189" 1.5501135 "3" 17.3807 1 0 1 0 0 0 0 0
"190" -0.2066188 "3" 8.3807 0 1 0 0 0 0 0 0
"191" 2.0292223 "3" 25.3807 1 0 0 0 0 0 0 0
"192" -0.0469159 "3" 10.3807 0 1 0 0 0 0 0 0
"193" 0.3523414 "3" -5.6193 0 1 1 0 0 0 0 0
"194" 0.1926384 "3" 13.3807 1 0 0 0 0 0 0 0
"195" 0.9911532 "3" 10.3807 1 0 1 0 0 0 0 0
"196" -0.2864703 "3" -5.6193 0 1 0 0 0 0 0 0
"197" -1.244688 "3" 4.3807 0 1 0 0 0 0 0 0
"198" -0.1267674 "3" 13.3807 0 1 1 0 0 0 0 0
"199" 0.9911532 "3" 35.3807 1 0 1 0 0 0 0 0
"200" -0.6857277 "3" -12.6193 0 1 1 0 0 0 0 0
"201" -0.5260247 "3" 3.3807 0 1 1 0 0 0 0 0
"202" 0.8314502 "3" 23.3807 1 0 1 0 0 0 0 0
"203" 1.2307076 "3" 19.3807 0 1 1 0 0 0 0 0
"204" 0.9911532 "3" 19.3807 0 1 1 0 0 0 0 0
"205" 0.7515988 "3" 20.3807 1 0 1 0 0 0 0 0
"206" 1.0710047 "3" 4.3807 1 0 1 0 0 0 0 0
"207" -0.7655792 "3" 0.3807 0 1 0 0 0 0 0 0
"208" 0.5918958 "3" 9.3807 0 1 0 0 0 0 0 0
"209" -0.9252821 "3" -22.6193 0 0 1 0 0 0 0 0
"210" -0.2864703 "3" 5.3807 0 1 0 0 0 0 0 0
"211" -1.5640939 "3" -4.6193 0 1 0 0 0 0 0 0
"212" 0.2724899 "3" 3.3807 0 1 0 0 0 0 0 0
"213" -0.4461733 "3" 6.3807 0 1 0 0 0 0 0 0
"214" 0.8314502 "3" -21.6193 0 1 0 0 0 0 0 0
"215" -1.1648365 "3" -12.6193 0 1 0 0 0 0 0 0
"216" 0.7515988 "3" 5.3807 1 0 0 0 0 0 0 0
"217" -0.0469159 "3" 5.3807 0 1 0 0 0 0 0 0
"218" -1.7237968 "3" -17.6193 0 0 0 0 0 0 0 0
"219" -1.3245395 "3" 7.3807 0 1 0 0 0 0 0 0
"220" 1.3904105 "3" 24.3807 1 0 1 0 0 0 0 0
"221" 1.0710047 "3" 17.3807 1 0 1 0 0 0 0 0
"222" 0.8314502 "3" 12.3807 0 1 0 0 0 0 0 0
"223" -1.0849851 "3" -5.6193 0 1 1 0 0 0 0 0
"224" 1.7098164 "3" 2.3807 0 1 1 0 0 0 0 0
"225" -0.1267674 "3" 5.3807 1 0 1 0 0 0 0 0
"226" -0.2066188 "3" 11.3807 1 0 0 0 0 0 0 0
"227" -1.0051336 "3" 8.3807 0 1 0 0 0 0 0 0
"228" 1.7098164 "3" 29.3807 1 0 0 0 0 0 0 0
"229" -0.3663218 "3" -6.6193 0 1 1 0 0 0 0 0
"230" 1.470262 "3" 4.3807 0 1 0 0 0 0 0 0
"231" 1.5501135 "3" 22.3807 0 1 1 0 0 0 0 0
"232" 0.9911532 "3" -1.6193 0 1 1 0 0 0 0 0
"233" 1.2307076 "3" 5.3807 1 0 1 0 0 0 0 0
"234" -0.8454306 "3" -12.6193 0 1 0 0 0 0 0 0
"235" -0.1267674 "3" 12.3807 0 1 1 0 0 0 0 0
"236" 0.5918958 "3" 15.3807 0 1 0 0 0 0 0 0
"237" 0.7515988 "3" 23.3807 1 0 0 0 0 0 0 0
"238" 1.3904105 "3" 7.3807 1 0 1 0 0 0 0 0
"239" 0.4321929 "3" 8.3807 1 0 1 0 0 0 0 0
"240" 0.112787 "3" 23.3807 1 0 0 0 0 0 0 0
"241" 0.3523414 "3" 0.3807 0 1 0 0 0 0 0 0
"242" 0.2724899 "3" -2.6193 0 1 0 0 0 0 0 0
"243" -1.4842424 "3" -9.6193 0 1 1 0 0 0 0 0
"244" 0.1926384 "3" 2.3807 0 1 0 0 0 0 0 0
"245" 2.1889253 "3" 23.3807 1 0 0 0 0 0 0 0
"246" 0.2724899 "3" -8.6193 0 0 0 0 0 0 0 0
"247" -1.4043909 "3" 4.3807 0 1 1 0 0 0 0 0
"248" -1.3245395 "3" 1.3807 0 1 0 0 0 0 0 0
"249" 1.470262 "3" 21.3807 1 0 1 0 0 0 0 0
"250" 1.0710047 "3" 3.3807 0 1 0 0 0 0 0 0
"251" 0.0329355 "3" 8.3807 1 0 1 0 0 0 0 0
"252" -0.2864703 "3" -6.6193 0 1 1 0 0 0 0 0
"253" 2.1889253 "3" 18.3807 1 0 0 0 0 0 0 0
"254" 0.1926384 "3" -12.6193 0 1 0 0 0 0 0 0
"255" -1.4043909 "3" -7.6193 0 1 0 0 0 0 0 0
"256" 0.0329355 "3" -0.6193 0 1 0 0 0 0 0 0
"257" 0.8314502 "3" 12.3807 1 0 1 0 0 0 0 0
"258" -1.8834998 "3" -9.6193 0 1 0 0 0 0 0 0
"259" -0.1267674 "3" 4.3807 0 1 1 0 0 0 0 0
"260" -0.1267674 "3" -8.6193 0 0 0 0 0 0 0 0
"261" 0.8314502 "3" 4.3807 0 1 1 0 0 0 0 0
"262" -0.0469159 "3" 2.3807 0 1 1 0 0 0 0 0
"263" 2.2687768 "3" 22.3807 1 0 0 0 0 0 0 0
"264" 0.5120443 "3" 8.3807 0 1 1 0 0 0 0 0
"265" 1.2307076 "3" 16.3807 0 1 0 0 0 0 0 0
"266" 0.7515988 "3" 13.3807 0 1 1 0 0 0 0 0
"267" 1.470262 "3" 11.3807 1 0 1 0 0 0 0 0
"268" 0.0329355 "3" 7.3807 0 1 0 0 0 0 0 0
"269" 1.470262 "3" 6.3807 1 0 0 0 0 0 0 0
"270" 0.1926384 "3" 18.3807 0 1 1 0 0 0 0 0
"271" 0.2724899 "3" 6.3807 1 0 0 0 0 0 0 0
"272" 0.0329355 "3" 10.3807 0 1 1 0 0 0 0 0
"273" 0.5918958 "3" 10.3807 1 0 1 0 0 0 0 0
"274" -1.0849851 "3" -11.6193 0 1 0 0 0 0 0 0
"275" 0.8314502 "3" 7.3807 1 0 1 0 0 0 0 0
"276" -1.7237968 "3" -0.6193 0 1 1 0 0 0 0 0
"277" 1.3904105 "3" 18.3807 1 0 0 0 0 0 0 0
"278" -1.1648365 "3" 4.3807 1 0 0 0 0 0 0 0
"279" 0.6717473 "3" 4.3807 0 1 1 0 0 0 0 0
"280" -0.6857277 "3" -7.6193 0 1 0 0 0 0 0 0
"281" -0.6857277 "3" 0.3807 0 1 0 0 0 0 0 0
"282" -1.0051336 "3" 8.3807 1 0 1 0 0 0 0 0
"283" -0.6857277 "3" 4.3807 0 1 0 0 0 0 0 0
"284" 0.9911532 "3" 12.3807 1 0 0 0 0 0 0 0
"285" 1.470262 "3" 5.3807 1 0 1 0 0 0 0 0
"286" -0.0469159 "3" 2.3807 1 0 1 0 0 0 0 0
"287" 1.9493709 "3" 22.3807 1 0 1 0 0 0 0 0
"288" 1.0710047 "3" 13.3807 1 0 1 0 0 0 0 0
"289" -0.2066188 "3" -5.6193 0 1 0 0 0 0 0 0
"290" -0.0469159 "3" 2.3807 0 1 1 0 0 0 0 0
"291" 1.3904105 "3" 5.3807 0 1 1 0 0 0 0 0
"292" 0.6717473 "3" 2.3807 0 1 0 0 0 0 0 0
"293" 0.4321929 "3" -9.6193 0 1 1 0 0 0 0 0
"294" 0.8314502 "3" -1.6193 0 1 1 0 0 0 0 0
"295" -0.2066188 "3" 3.3807 0 1 1 0 0 0 0 0
"296" 1.1508561 "3" 6.3807 0 1 0 0 0 0 0 0
"297" -0.2864703 "3" 3.3807 0 1 1 0 0 0 0 0
"298" 1.2307076 "3" -11.6193 0 1 1 0 0 0 0 0
"299" -0.5260247 "3" 1.3807 0 1 0 0 0 0 0 0
"300" -0.6058762 "3" -12.6193 0 0 1 0 0 0 0 0
"301" 0.112787 "3" 17.3807 1 0 0 0 0 0 0 0
"302" 0.4321929 "3" 7.3807 0 1 0 0 0 0 0 0
"303" -1.4043909 "3" -4.6193 0 1 0 0 0 0 0 0
"304" -0.9252821 "3" 8.3807 1 0 1 0 0 0 0 0
"305" -1.6439454 "3" -14.6193 0 1 0 0 0 0 0 0
"306" 1.470262 "3" 9.3807 1 0 1 0 0 0 0 0
"307" 0.7515988 "3" 13.3807 1 0 0 0 0 0 0 0
"308" -0.8454306 "4" -6.6193 0 1 1 0 0 0 0 0
"309" -0.1267674 "4" 3.3807 1 0 1 0 0 0 0 0
"310" -0.6058762 "4" -8.6193 0 1 1 0 0 0 0 0
"311" -0.0469159 "4" 0.3807 0 1 1 0 0 0 0 0
"312" 0.2724899 "4" 11.3807 1 0 0 0 0 0 0 0
"313" 2.5881827 "4" 12.3807 1 0 0 0 0 0 0 0
"314" 1.9493709 "4" 20.3807 1 0 1 0 0 0 0 0
"315" 0.4321929 "4" 13.3807 1 0 0 0 0 0 0 0
"316" -1.1648365 "4" 13.3807 1 0 0 0 0 0 0 0
"317" 1.9493709 "4" 21.3807 1 0 0 0 0 0 0 0
"318" 2.1889253 "4" 17.3807 1 0 1 0 0 0 0 0
"319" 0.8314502 "4" 1.3807 1 0 1 0 0 0 0 0
"320" 0.1926384 "4" 3.3807 1 0 1 0 0 0 0 0
"321" 0.3523414 "4" -1.6193 0 1 0 0 0 0 0 0
"322" 0.6717473 "4" 0.3807 0 1 1 0 0 0 0 0
"323" -0.4461733 "4" 3.3807 0 1 1 0 0 0 0 0
"324" -0.6058762 "4" -8.6193 0 1 0 0 0 0 0 0
"325" 0.8314502 "4" 14.3807 0 1 0 0 0 0 0 0
"326" -0.3663218 "4" -11.6193 0 0 0 0 0 0 0 0
"327" -1.7237968 "4" -9.6193 0 1 1 0 0 0 0 0
"328" 1.3904105 "4" 14.3807 1 0 0 0 0 0 0 0
"329" -0.8454306 "4" -6.6193 0 1 0 0 0 0 0 0
"330" 0.5120443 "4" 4.3807 0 1 1 0 0 0 0 0
"331" -1.244688 "4" -1.6193 0 1 0 0 0 0 0 0
"332" 1.0710047 "4" 15.3807 1 0 1 0 0 0 0 0
"333" 0.5120443 "4" 17.3807 1 0 0 0 0 0 0 0
"334" 1.3904105 "4" 15.3807 1 0 1 0 0 0 0 0
"335" -0.4461733 "4" 9.3807 1 0 1 0 0 0 0 0
"336" -0.2864703 "4" 16.3807 1 0 1 0 0 0 0 0
"337" -0.1267674 "4" -2.6193 0 1 0 0 0 0 0 0
"338" -0.8454306 "4" 1.3807 0 1 0 0 0 0 0 0
"339" -1.4842424 "4" 2.3807 0 1 1 0 0 0 0 0
"340" 0.3523414 "4" 0.3807 1 0 0 0 0 0 0 0
"341" -1.4842424 "4" -10.6193 0 1 0 0 0 0 0 0
"342" -0.0469159 "4" -2.6193 0 1 0 0 0 0 0 0
"343" -0.8454306 "4" -3.6193 0 1 1 0 0 0 0 0
"344" -0.1267674 "4" -5.6193 0 1 1 0 0 0 0 0
"345" 0.9113017 "4" 14.3807 1 0 1 0 0 0 0 0
"346" -0.9252821 "4" -1.6193 0 1 0 0 0 0 0 0
"347" -0.9252821 "4" -1.6193 0 1 0 0 0 0 0 0
"348" 0.2724899 "4" 7.3807 1 0 1 0 0 0 0 0
"349" -0.2066188 "4" 7.3807 1 0 1 0 0 0 0 0
"350" -1.0849851 "4" -11.6193 0 1 0 0 0 0 0 0
"351" -1.0051336 "4" -15.6193 0 0 1 0 0 0 0 0
"352" -0.8454306 "4" -10.6193 0 1 1 0 0 0 0 0
"353" 0.0329355 "4" -0.6193 1 0 1 0 0 0 0 0
"354" 1.7896679 "4" 4.3807 1 0 1 0 0 0 0 0
"355" -0.2066188 "4" 2.3807 0 1 1 0 0 0 0 0
"356" 2.2687768 "4" 10.3807 0 1 1 0 0 0 0 0
"357" 0.0329355 "4" -6.6193 0 1 0 0 0 0 0 0
"358" -1.1648365 "4" 3.3807 0 1 0 0 0 0 0 0
"359" -1.0849851 "4" -11.6193 1 0 1 0 0 0 0 0
"360" 0.112787 "4" 18.3807 1 0 1 0 0 0 0 0
"361" -0.6058762 "4" -5.6193 0 1 0 0 0 0 0 0
"362" 2.5083312 "4" 20.3807 1 0 1 0 0 0 0 0
"363" 1.2307076 "4" 15.3807 1 0 0 0 0 0 0 0
"364" -0.6857277 "4" -6.6193 0 1 0 0 0 0 0 0
"365" -0.8454306 "4" -7.6193 0 1 1 0 0 0 0 0
"366" 0.6717473 "4" -4.6193 1 0 1 0 0 0 0 0
"367" 0.5918958 "4" 26.3807 0 0 1 0 0 0 0 0
"368" 1.3904105 "4" 16.3807 0 1 0 0 0 0 0 0
"369" 1.9493709 "4" 9.3807 1 0 0 0 0 0 0 0
"370" 0.0329355 "4" 5.3807 1 0 0 0 0 0 0 0
"371" 0.2724899 "4" 4.3807 0 1 1 0 0 0 0 0
"372" -0.3663218 "4" 5.3807 0 1 0 0 0 0 0 0
"373" 0.8314502 "4" 5.3807 0 1 1 0 0 0 0 0
"374" -0.1267674 "4" -3.6193 0 1 0 0 0 0 0 0
"375" 0.8314502 "4" 19.3807 0 1 0 0 0 0 0 0
"376" -1.9633513 "4" -6.6193 0 0 0 0 0 0 0 0
"377" 1.629965 "4" 8.3807 1 0 1 0 0 0 0 0
"378" 1.470262 "4" 14.3807 1 0 0 0 0 0 0 0
"379" -1.3245395 "4" 4.3807 0 1 1 0 0 0 0 0
"380" 0.3523414 "4" 0.3807 0 1 0 0 0 0 0 0
"381" -0.6058762 "4" 12.3807 1 0 1 0 0 0 0 0
"382" -0.1267674 "4" 1.3807 1 0 1 0 0 0 0 0
"383" -0.5260247 "4" 7.3807 0 1 0 0 0 0 0 0
"384" -0.5260247 "4" 20.3807 1 0 0 0 0 0 0 0
"385" 1.9493709 "4" 10.3807 1 0 0 0 0 0 0 0
"386" -1.0051336 "4" 0.3807 1 0 1 0 0 0 0 0
"387" 0.0329355 "4" 1.3807 0 1 1 0 0 0 0 0
"388" -1.4842424 "4" -4.6193 0 1 0 0 0 0 0 0
"389" 0.9113017 "4" -6.6193 1 0 1 0 0 0 0 0
"390" 1.3904105 "4" 20.3807 1 0 0 0 0 0 0 0
"391" -0.2066188 "4" -11.6193 0 1 0 0 0 0 0 0
"392" 0.8314502 "4" 0.3807 1 0 0 0 0 0 0 0
"393" 0.9911532 "4" 18.3807 1 0 0 0 0 0 0 0
"394" -0.3663218 "4" 9.3807 1 0 0 0 0 0 0 0
"395" -0.7655792 "4" -0.6193 1 0 0 0 0 0 0 0
"396" -0.6058762 "4" 8.3807 0 1 0 0 0 0 0 0
